geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
1808	 SANTA RITA	 YORO	 9846	 10138	 19983	 133.156	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.892194, 15.191541], [-87.899039, 15.190004], [-87.911264, 15.19859], [-87.923609, 15.200642], [-87.917497, 15.208131], [-87.924571, 15.21353], [-87.918243, 15.224049], [-87.837317, 15.225607], [-87.805611, 15.237883], [-87.799458, 15.227609], [-87.776468, 15.230091], [-87.74797, 15.210582], [-87.725298, 15.210239], [-87.729067, 15.203089], [-87.725287, 15.198467], [-87.73076, 15.191746], [-87.728518, 15.183726], [-87.740903, 15.175199], [-87.742872, 15.164028], [-87.757211, 15.158002], [-87.757384, 15.148464], [-87.765659, 15.149523], [-87.76874, 15.140575], [-87.783894, 15.134591], [-87.799151, 15.139585], [-87.796039, 15.148304], [-87.801155, 15.156846], [-87.813512, 15.150534], [-87.820066, 15.161314], [-87.841756, 15.157554], [-87.848247, 15.160827], [-87.848631, 15.175222], [-87.857362, 15.178983], [-87.865829, 15.192014], [-87.892194, 15.191541]]]}}	 15	 75.1	 
1809	 SULACO	 YORO	 6908	 6829	 13737	 56.691	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.383142, 15.033185], [-87.375337, 15.044827], [-87.336334, 15.044648], [-87.327251, 15.039268], [-87.327511, 15.028471], [-87.323916, 15.025676], [-87.285448, 15.025657], [-87.274464, 15.015273], [-87.265564, 15.027049], [-87.253697, 15.022677], [-87.24413, 15.027205], [-87.205309, 15.016345], [-87.193861, 15.017789], [-87.185922, 15.012848], [-87.18504, 14.970777], [-87.213345, 14.948722], [-87.214599, 14.936948], [-87.208088, 14.925521], [-87.217903, 14.915035], [-87.197812, 14.906244], [-87.198417, 14.896859], [-87.19296, 14.890279], [-87.199018, 14.876448], [-87.20675, 14.875642], [-87.211323, 14.881247], [-87.253022, 14.898271], [-87.267167, 14.909437], [-87.274399, 14.925398], [-87.28975, 14.924855], [-87.294808, 14.914064], [-87.298929, 14.913786], [-87.314184, 14.931517], [-87.318553, 14.927494], [-87.325696, 14.931116], [-87.342474, 14.930341], [-87.360646, 14.940922], [-87.354242, 14.951014], [-87.363893, 14.966511], [-87.347862, 14.984788], [-87.390689, 15.012432], [-87.383142, 15.033185]]]}}	 16	 116.5	 
1810	 VICTORIA	 YORO	 14889	 13775	 28665	 32.3318	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.46044, 14.941388], [-87.46446, 14.946336], [-87.460214, 14.954746], [-87.462495, 14.971028], [-87.476889, 14.969648], [-87.473273, 14.977937], [-87.485357, 14.976653], [-87.496496, 14.983184], [-87.495565, 14.989439], [-87.504076, 14.995007], [-87.506433, 15.012304], [-87.502224, 15.015781], [-87.50777, 15.027095], [-87.516613, 15.034435], [-87.517899, 15.041424], [-87.532484, 15.046161], [-87.541085, 15.05664], [-87.562162, 15.051786], [-87.573121, 15.038082], [-87.590157, 15.037784], [-87.583967, 15.025015], [-87.610633, 15.020568], [-87.622212, 15.007195], [-87.638524, 15.021978], [-87.651911, 15.01737], [-87.663191, 15.018162], [-87.671379, 15.02373], [-87.674091, 15.018418], [-87.689176, 15.013269], [-87.694519, 15.017634], [-87.702562, 15.01139], [-87.710461, 15.013978], [-87.735379, 15.010744], [-87.734292, 15.017539], [-87.744934, 15.028634], [-87.749798, 15.048496], [-87.744301, 15.060712], [-87.744601, 15.074642], [-87.731862, 15.082197], [-87.737638, 15.089385], [-87.734499, 15.095225], [-87.738689, 15.100017], [-87.731893, 15.10989], [-87.739174, 15.111849], [-87.755285, 15.133234], [-87.76874, 15.140575], [-87.765836, 15.149388], [-87.757362, 15.14848], [-87.757321, 15.157877], [-87.742872, 15.164028], [-87.740866, 15.175248], [-87.729753, 15.181462], [-87.726805, 15.200593], [-87.719663, 15.200236], [-87.712944, 15.214197], [-87.70782, 15.210632], [-87.709291, 15.215339], [-87.692444, 15.236044], [-87.694886, 15.241208], [-87.685365, 15.248401], [-87.689079, 15.257099], [-87.6798, 15.266509], [-87.674422, 15.282514], [-87.665805, 15.280429], [-87.65192, 15.285227], [-87.653087, 15.276653], [-87.644028, 15.275235], [-87.639947, 15.270162], [-87.639435, 15.259038], [-87.647588, 15.23836], [-87.644819, 15.207655], [-87.605385, 15.183144], [-87.591292, 15.175576], [-87.570416, 15.177537], [-87.548362, 15.169489], [-87.52924, 15.169429], [-87.513909, 15.157013], [-87.489669, 15.154081], [-87.476557, 15.139238], [-87.45661, 15.138994], [-87.446769, 15.126113], [-87.424529, 15.126178], [-87.419371, 15.119028], [-87.397209, 15.112121], [-87.395584, 15.085332], [-87.40225, 15.058518], [-87.399945, 15.046704], [-87.405022, 15.040301], [-87.383142, 15.033185], [-87.390689, 15.012432], [-87.347862, 14.984788], [-87.3639, 14.966485], [-87.355628, 14.956049], [-87.355483, 14.946537], [-87.364945, 14.9385], [-87.377087, 14.938135], [-87.402543, 14.91125], [-87.4117, 14.912189], [-87.424803, 14.90482], [-87.432802, 14.910663], [-87.450397, 14.909823], [-87.455521, 14.91614], [-87.452999, 14.926062], [-87.458316, 14.928529], [-87.451694, 14.93631], [-87.46044, 14.941388]]]}}	 12	 41.9	 
1811	 YORITO	 YORO	 7733	 7371	 15104	 63.0899	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.30832, 15.027684], [-87.325089, 15.026145], [-87.327193, 15.039176], [-87.336334, 15.044648], [-87.375337, 15.044827], [-87.382755, 15.033209], [-87.404985, 15.040207], [-87.399945, 15.046704], [-87.40225, 15.058518], [-87.395584, 15.085332], [-87.397218, 15.112098], [-87.391521, 15.115944], [-87.385991, 15.132381], [-87.366899, 15.145139], [-87.322483, 15.135093], [-87.299683, 15.12062], [-87.285767, 15.123906], [-87.271542, 15.117354], [-87.25853, 15.122187], [-87.235777, 15.08231], [-87.235645, 15.058624], [-87.189493, 15.047046], [-87.155673, 15.02794], [-87.172996, 15.023875], [-87.185313, 15.012268], [-87.193861, 15.017789], [-87.205309, 15.016345], [-87.244266, 15.027214], [-87.253697, 15.022677], [-87.265564, 15.027049], [-87.274464, 15.015273], [-87.28538, 15.025637], [-87.30832, 15.027684]]]}}	 14	 92.7	 
201	 TRUJILLO	 COLN	 33902	 27129	 61032	 45.4943	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.000761, 16.018222], [-86.011013, 16.025083], [-85.990187, 16.027622], [-85.928762, 16.01545], [-85.86274, 16.008224], [-85.72965, 15.970911], [-85.732397, 15.962853], [-85.739731, 15.967443], [-85.745757, 15.96204], [-85.738034, 15.954335], [-85.74297, 15.951899], [-85.743432, 15.940398], [-85.748426, 15.936579], [-85.748902, 15.891163], [-85.698836, 15.836615], [-85.703479, 15.833312], [-85.71274, 15.837294], [-85.709431, 15.829103], [-85.716721, 15.821713], [-85.72058, 15.832119], [-85.725321, 15.821255], [-85.726188, 15.832654], [-85.732439, 15.821671], [-85.740907, 15.826448], [-85.766954, 15.822752], [-85.77081, 15.83], [-85.773546, 15.82189], [-85.78243, 15.819324], [-85.776253, 15.810248], [-85.798738, 15.820428], [-85.799912, 15.816145], [-85.78782, 15.807422], [-85.797671, 15.809358], [-85.80859, 15.800784], [-85.821171, 15.806917], [-85.81795, 15.801691], [-85.829838, 15.791253], [-85.826914, 15.781545], [-85.836828, 15.7759], [-85.835147, 15.76832], [-85.858011, 15.77034], [-85.863348, 15.761709], [-85.873282, 15.759074], [-85.876309, 15.747334], [-85.889435, 15.746868], [-85.89565, 15.757431], [-85.905823, 15.748519], [-85.917084, 15.745388], [-85.921894, 15.733909], [-85.926315, 15.735857], [-85.925656, 15.74405], [-85.939759, 15.740159], [-85.95149, 15.754779], [-85.957582, 15.755653], [-85.962848, 15.750188], [-85.959124, 15.7447], [-85.96311, 15.733079], [-85.985325, 15.733629], [-85.9823, 15.721664], [-85.970383, 15.713562], [-85.991037, 15.71161], [-86.000023, 15.706272], [-86.007431, 15.710109], [-86.013896, 15.702227], [-86.011461, 15.69428], [-86.030747, 15.683506], [-86.032442, 15.668906], [-86.037952, 15.668807], [-86.043286, 15.676695], [-86.052227, 15.672696], [-86.047943, 15.66239], [-86.036244, 15.659881], [-86.042561, 15.649884], [-86.054664, 15.655918], [-86.058305, 15.650369], [-86.065257, 15.649438], [-86.067507, 15.641441], [-86.073611, 15.645205], [-86.080967, 15.641304], [-86.088481, 15.643995], [-86.089028, 15.636255], [-86.100601, 15.635802], [-86.097158, 15.629869], [-86.142306, 15.667788], [-86.208528, 15.73273], [-86.162128, 15.749868], [-86.104971, 15.801827], [-86.054143, 15.834338], [-86.036432, 15.853129], [-86.000407, 15.866703], [-85.992971, 15.881951], [-85.999187, 15.904696], [-85.985532, 15.906515], [-85.943819, 15.925132], [-85.929865, 15.936735], [-85.915482, 15.958974], [-85.911409, 15.976602], [-85.912186, 15.99166], [-85.918618, 16.003964], [-85.938414, 16.01064], [-85.98164, 16.004359], [-86.000761, 16.018222]], [[-85.822298, 15.807467], [-85.826737, 15.80963], [-85.829095, 15.805971], [-85.822298, 15.807467]]]}}	 62	 101.6	 
202	 BALFATE	 COLN	 7116	 4004	 11120	 31.7866	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.195997, 15.812277], [-86.162398, 15.749769], [-86.208696, 15.732669], [-86.253376, 15.728156], [-86.281559, 15.705682], [-86.363428, 15.661224], [-86.362213, 15.675905], [-86.375106, 15.678885], [-86.382187, 15.675473], [-86.389111, 15.683504], [-86.39614, 15.680125], [-86.399193, 15.694369], [-86.394199, 15.69962], [-86.406362, 15.719293], [-86.441966, 15.7236], [-86.448625, 15.746003], [-86.44368, 15.762136], [-86.451051, 15.781064], [-86.433999, 15.780706], [-86.458768, 15.797726], [-86.413251, 15.777621], [-86.395682, 15.786056], [-86.37129, 15.780448], [-86.358184, 15.781754], [-86.346607, 15.794595], [-86.331433, 15.802101], [-86.309773, 15.804869], [-86.283695, 15.814993], [-86.261302, 15.832099], [-86.253895, 15.844239], [-86.244296, 15.847097], [-86.222132, 15.871397], [-86.208398, 15.877424], [-86.202749, 15.853509], [-86.189755, 15.842131], [-86.190912, 15.834396], [-86.200871, 15.826921], [-86.195997, 15.812277]]]}}	 7	 62.9	 
203	 IRIONA	 COLN	 16082	 8244	 24326	 4.31392	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.204004, 15.898134], [-85.168646, 15.914068], [-85.12322, 15.953029], [-85.088115, 15.973834], [-85.07, 15.98186], [-85.073061, 15.97377], [-85.063351, 15.972525], [-85.063437, 15.975334], [-85.056029, 15.969866], [-85.052298, 15.974292], [-85.056864, 15.978349], [-85.069475, 15.979189], [-85.065421, 15.983958], [-85.029093, 15.98744], [-84.999568, 15.981611], [-84.999896, 15.071034], [-85.097811, 15.180697], [-85.236596, 15.214713], [-85.330298, 15.334314], [-85.377555, 15.403186], [-85.51896, 15.453177], [-85.540036, 15.467014], [-85.600806, 15.533043], [-85.672815, 15.59628], [-85.630858, 15.645026], [-85.634639, 15.672047], [-85.561434, 15.67216], [-85.28446, 15.841058], [-85.283556, 15.85384], [-85.297594, 15.878599], [-85.250421, 15.885174], [-85.204004, 15.898134]]]}}	 4	 16.4	 
204	 LIMON	 COLN	 7076	 4458	 11535	 13.5408	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.626691, 15.868161], [-85.624463, 15.871924], [-85.632757, 15.881969], [-85.626359, 15.880317], [-85.609904, 15.906867], [-85.548596, 15.880983], [-85.470554, 15.859838], [-85.443038, 15.862795], [-85.429089, 15.873147], [-85.401831, 15.879231], [-85.297594, 15.878599], [-85.283578, 15.853901], [-85.283907, 15.842309], [-85.561434, 15.67216], [-85.634639, 15.672047], [-85.639433, 15.69551], [-85.648774, 15.699228], [-85.654859, 15.719709], [-85.659521, 15.720956], [-85.644077, 15.728853], [-85.648976, 15.735089], [-85.640443, 15.740158], [-85.647504, 15.741022], [-85.649477, 15.747198], [-85.664179, 15.747728], [-85.663012, 15.754733], [-85.666276, 15.760099], [-85.675708, 15.762387], [-85.678983, 15.775053], [-85.669862, 15.789149], [-85.673061, 15.808175], [-85.658452, 15.821701], [-85.659651, 15.830666], [-85.65099, 15.83073], [-85.638725, 15.842548], [-85.630492, 15.838569], [-85.626233, 15.841416], [-85.634861, 15.857376], [-85.640248, 15.859342], [-85.637076, 15.863043], [-85.640595, 15.86634], [-85.63337, 15.873156], [-85.626691, 15.868161]]]}}	 12	 104.0	 
205	 SABA	 COLN	 10879	 15610	 26489	 51.948	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.217474, 15.577178], [-86.211471, 15.589504], [-86.19517, 15.595131], [-86.168895, 15.584968], [-86.160972, 15.592267], [-86.153679, 15.585418], [-86.141758, 15.587758], [-86.13829, 15.575981], [-86.130379, 15.569795], [-86.131664, 15.55204], [-86.122268, 15.528368], [-86.121235, 15.504889], [-86.058188, 15.44128], [-86.051053, 15.415692], [-86.029886, 15.385881], [-86.044734, 15.384403], [-86.054083, 15.394997], [-86.067106, 15.397005], [-86.069587, 15.393348], [-86.089243, 15.398418], [-86.09362, 15.384921], [-86.104444, 15.390924], [-86.117446, 15.3778], [-86.130004, 15.371997], [-86.139723, 15.37476], [-86.149576, 15.367044], [-86.165239, 15.369379], [-86.232356, 15.407633], [-86.232335, 15.438002], [-86.241998, 15.449595], [-86.228753, 15.460741], [-86.234243, 15.470944], [-86.228706, 15.477463], [-86.232, 15.484164], [-86.226578, 15.496895], [-86.238629, 15.520406], [-86.235827, 15.525624], [-86.252492, 15.523427], [-86.252123, 15.515675], [-86.261263, 15.520029], [-86.265261, 15.513362], [-86.276871, 15.519485], [-86.289082, 15.517735], [-86.28894, 15.509013], [-86.292989, 15.506989], [-86.306726, 15.511094], [-86.301746, 15.524312], [-86.305325, 15.535363], [-86.288743, 15.53177], [-86.288797, 15.569064], [-86.291981, 15.573871], [-86.28796, 15.570328], [-86.262567, 15.576893], [-86.231355, 15.565729], [-86.217474, 15.577178]]]}}	 28	 105.7	 
207	 SANTA ROSA DE AGUAN	 COLN	 1905	 969	 2873	 27.8248	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.72965, 15.970911], [-85.692616, 15.958055], [-85.609904, 15.906867], [-85.626359, 15.880317], [-85.632757, 15.881969], [-85.62503, 15.86929], [-85.633279, 15.873167], [-85.640333, 15.867477], [-85.637076, 15.863019], [-85.640262, 15.859367], [-85.634731, 15.857114], [-85.636721, 15.852802], [-85.64899, 15.852778], [-85.650756, 15.858205], [-85.654387, 15.853667], [-85.661787, 15.854146], [-85.665022, 15.84943], [-85.659782, 15.840202], [-85.667777, 15.841614], [-85.670528, 15.835322], [-85.688764, 15.846649], [-85.705447, 15.849927], [-85.709591, 15.847208], [-85.748902, 15.891163], [-85.748426, 15.936579], [-85.743432, 15.940398], [-85.74297, 15.951899], [-85.738034, 15.954335], [-85.745757, 15.96204], [-85.739731, 15.967443], [-85.732397, 15.962853], [-85.72965, 15.970911]]]}}	 2	 69.6	 
208	 SONAGUERA	 COLN	 19333	 19415	 38748	 85.0889	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.380138, 15.547511], [-86.401104, 15.573764], [-86.407517, 15.593401], [-86.382115, 15.596115], [-86.364319, 15.604123], [-86.363428, 15.661224], [-86.281559, 15.705682], [-86.253376, 15.728156], [-86.208528, 15.73273], [-86.142306, 15.667788], [-86.097158, 15.629869], [-86.106706, 15.623998], [-86.103629, 15.61813], [-86.109796, 15.615216], [-86.113029, 15.603941], [-86.122645, 15.595568], [-86.127909, 15.596613], [-86.138587, 15.585141], [-86.144362, 15.5893], [-86.154069, 15.585528], [-86.160515, 15.592294], [-86.169005, 15.584986], [-86.193729, 15.595294], [-86.211471, 15.589504], [-86.214523, 15.580372], [-86.230864, 15.565794], [-86.262567, 15.576893], [-86.28796, 15.570328], [-86.291981, 15.573871], [-86.288797, 15.569064], [-86.289123, 15.531609], [-86.321844, 15.541232], [-86.35292, 15.541053], [-86.357969, 15.535404], [-86.373943, 15.535897], [-86.380138, 15.547511]]]}}	 44	 113.6	 
209	 TOCOA	 COLN	 36107	 51519	 87626	 59.914	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.088895, 15.636351], [-86.088771, 15.643857], [-86.080967, 15.641304], [-86.073669, 15.645212], [-86.067507, 15.641441], [-86.065293, 15.649398], [-86.058305, 15.650369], [-86.054785, 15.655894], [-86.042561, 15.649884], [-86.036244, 15.659881], [-86.047943, 15.66239], [-86.052227, 15.672696], [-86.043286, 15.676695], [-86.037952, 15.668807], [-86.032442, 15.668906], [-86.030747, 15.683506], [-86.011461, 15.69428], [-86.013896, 15.702227], [-86.007431, 15.710109], [-86.000023, 15.706272], [-85.991037, 15.71161], [-85.970383, 15.713562], [-85.9823, 15.721664], [-85.985325, 15.733629], [-85.96311, 15.733079], [-85.959124, 15.7447], [-85.962855, 15.75016], [-85.957687, 15.755597], [-85.951662, 15.754928], [-85.939759, 15.740159], [-85.925656, 15.74405], [-85.926258, 15.735714], [-85.920917, 15.733911], [-85.917171, 15.745308], [-85.905823, 15.748519], [-85.895846, 15.757359], [-85.889399, 15.746849], [-85.87634, 15.747325], [-85.872292, 15.760046], [-85.863417, 15.761658], [-85.857849, 15.770414], [-85.850907, 15.767221], [-85.844785, 15.771502], [-85.853902, 15.723827], [-85.840476, 15.715346], [-85.843639, 15.694554], [-85.807876, 15.63387], [-85.785328, 15.577278], [-85.789509, 15.569112], [-85.785336, 15.55699], [-85.790697, 15.549844], [-85.813679, 15.543769], [-85.835072, 15.516294], [-85.864238, 15.523162], [-85.867338, 15.529112], [-85.886528, 15.527686], [-85.896155, 15.515516], [-85.889867, 15.500602], [-85.934618, 15.45987], [-85.948039, 15.459455], [-85.958394, 15.44931], [-85.967788, 15.436392], [-85.968857, 15.420887], [-85.977733, 15.41991], [-85.982027, 15.412455], [-85.993973, 15.411571], [-85.99815, 15.404116], [-86.006566, 15.404672], [-86.013562, 15.39627], [-86.022093, 15.399694], [-86.029086, 15.396428], [-86.029771, 15.386014], [-86.051053, 15.415692], [-86.058188, 15.44128], [-86.121235, 15.504889], [-86.122268, 15.528368], [-86.131664, 15.55204], [-86.130394, 15.569857], [-86.140429, 15.579836], [-86.140074, 15.585511], [-86.131094, 15.589665], [-86.128069, 15.596481], [-86.122607, 15.595587], [-86.112253, 15.60489], [-86.109796, 15.615216], [-86.103614, 15.61818], [-86.106625, 15.624129], [-86.097352, 15.628555], [-86.100514, 15.635915], [-86.088895, 15.636351]]]}}	 90	 102.7	 
210	 BONITO ORIENTAL	 COLN	 20284	 24356	 44640	 45.7543	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.634113, 15.656533], [-85.630858, 15.645026], [-85.672815, 15.59628], [-85.70224, 15.571842], [-85.734597, 15.567101], [-85.747679, 15.570651], [-85.763855, 15.585887], [-85.772618, 15.578666], [-85.785328, 15.577278], [-85.807876, 15.63387], [-85.8436, 15.694446], [-85.840487, 15.715368], [-85.853908, 15.723852], [-85.847835, 15.764703], [-85.843947, 15.771107], [-85.835186, 15.768271], [-85.836828, 15.7759], [-85.826914, 15.781545], [-85.829838, 15.791253], [-85.818076, 15.801214], [-85.82124, 15.807444], [-85.829287, 15.808096], [-85.820883, 15.8091], [-85.808974, 15.800751], [-85.797454, 15.809427], [-85.788089, 15.807093], [-85.800007, 15.816265], [-85.798604, 15.820447], [-85.777007, 15.80982], [-85.782414, 15.819378], [-85.773546, 15.82189], [-85.770568, 15.830051], [-85.766954, 15.822752], [-85.740907, 15.826448], [-85.732439, 15.821671], [-85.726188, 15.832654], [-85.725321, 15.821255], [-85.72058, 15.832119], [-85.716614, 15.821729], [-85.709431, 15.829103], [-85.71274, 15.837294], [-85.703479, 15.833312], [-85.698882, 15.836454], [-85.709405, 15.846666], [-85.707737, 15.84942], [-85.688555, 15.846576], [-85.670528, 15.835322], [-85.667777, 15.841614], [-85.659782, 15.840202], [-85.665022, 15.84943], [-85.661844, 15.854114], [-85.654387, 15.853667], [-85.650879, 15.858205], [-85.648311, 15.852602], [-85.635067, 15.855657], [-85.626233, 15.841416], [-85.630492, 15.838569], [-85.638725, 15.842548], [-85.65099, 15.83073], [-85.659651, 15.830666], [-85.658452, 15.821701], [-85.673061, 15.808175], [-85.669862, 15.789149], [-85.678984, 15.775025], [-85.675708, 15.762387], [-85.666276, 15.760099], [-85.663012, 15.754733], [-85.664179, 15.747728], [-85.649477, 15.747198], [-85.647504, 15.741022], [-85.640427, 15.740121], [-85.648976, 15.735089], [-85.644077, 15.728853], [-85.659523, 15.720985], [-85.654859, 15.719709], [-85.648774, 15.699228], [-85.639406, 15.695453], [-85.634113, 15.656533]]]}}	 28	 62.7	 
301	 COMAYAGUA	 COMAYAGUA	 63994	 65826	 129820	 104.857	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.857465, 14.501502], [-87.801991, 14.498849], [-87.785585, 14.492513], [-87.766277, 14.497008], [-87.763496, 14.500479], [-87.768897, 14.514387], [-87.77556, 14.51426], [-87.77354, 14.51747], [-87.777205, 14.515975], [-87.790724, 14.529566], [-87.801507, 14.530614], [-87.79378, 14.548947], [-87.780934, 14.555831], [-87.717245, 14.553551], [-87.70373, 14.558223], [-87.700784, 14.565282], [-87.691465, 14.568769], [-87.693776, 14.578854], [-87.686928, 14.572545], [-87.675582, 14.574369], [-87.668562, 14.577899], [-87.664742, 14.590351], [-87.636528, 14.591168], [-87.63155, 14.596642], [-87.626705, 14.586992], [-87.629897, 14.577892], [-87.613663, 14.572688], [-87.595409, 14.574287], [-87.579596, 14.585398], [-87.56536, 14.567131], [-87.548319, 14.571897], [-87.504377, 14.567934], [-87.468729, 14.523992], [-87.454399, 14.476098], [-87.439604, 14.473172], [-87.412715, 14.446989], [-87.402847, 14.449007], [-87.404219, 14.429195], [-87.419346, 14.421627], [-87.396829, 14.41627], [-87.384738, 14.393988], [-87.391262, 14.375631], [-87.432762, 14.377535], [-87.433866, 14.371072], [-87.438903, 14.371768], [-87.448248, 14.362226], [-87.462179, 14.357106], [-87.479501, 14.367762], [-87.489951, 14.363685], [-87.493988, 14.371289], [-87.490327, 14.384561], [-87.523821, 14.389886], [-87.541313, 14.378791], [-87.545659, 14.384711], [-87.582676, 14.374874], [-87.606795, 14.377256], [-87.644963, 14.362771], [-87.645898, 14.372709], [-87.649167, 14.368534], [-87.65542, 14.371648], [-87.648606, 14.37874], [-87.658156, 14.405078], [-87.69155, 14.432564], [-87.71024, 14.428312], [-87.714575, 14.421278], [-87.723443, 14.41999], [-87.729762, 14.413296], [-87.749379, 14.407912], [-87.771041, 14.41146], [-87.789075, 14.39231], [-87.83556, 14.394877], [-87.855052, 14.426847], [-87.847619, 14.433864], [-87.851735, 14.448471], [-87.880662, 14.478453], [-87.887319, 14.491683], [-87.897432, 14.4979], [-87.87925, 14.496004], [-87.857465, 14.501502]]]}}	 107	 82.4	 
302	 AJUTERIQUE	 COMAYAGUA	 5882	 6243	 12125	 145.394	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.716356, 14.420963], [-87.710284, 14.428293], [-87.691443, 14.432545], [-87.658156, 14.405078], [-87.650613, 14.38986], [-87.660286, 14.384914], [-87.688261, 14.388028], [-87.705047, 14.374691], [-87.73273, 14.372708], [-87.741891, 14.363905], [-87.75421, 14.371674], [-87.782537, 14.373915], [-87.785208, 14.377611], [-87.789075, 14.39231], [-87.771041, 14.41146], [-87.749379, 14.407912], [-87.716356, 14.420963]]]}}	 2	 16.5	 
303	 EL ROSARIO	 COMAYAGUA	 14319	 13611	 27930	 69.2757	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.640939, 14.673186], [-87.629466, 14.673812], [-87.623736, 14.668496], [-87.632613, 14.663264], [-87.632175, 14.651528], [-87.626823, 14.647277], [-87.635198, 14.645087], [-87.636691, 14.640446], [-87.620919, 14.627638], [-87.626699, 14.621197], [-87.626938, 14.603729], [-87.63454, 14.591985], [-87.664486, 14.590466], [-87.668562, 14.577899], [-87.675686, 14.574341], [-87.68696, 14.572553], [-87.693746, 14.578869], [-87.691465, 14.568769], [-87.700784, 14.565282], [-87.70373, 14.558223], [-87.717245, 14.553551], [-87.763411, 14.557839], [-87.767072, 14.554344], [-87.780559, 14.555976], [-87.79378, 14.548947], [-87.80148, 14.530548], [-87.790724, 14.529566], [-87.777205, 14.515975], [-87.77354, 14.51747], [-87.77556, 14.51426], [-87.768897, 14.514387], [-87.763496, 14.500479], [-87.765909, 14.497179], [-87.785585, 14.492513], [-87.801774, 14.498813], [-87.846171, 14.5036], [-87.87925, 14.496004], [-87.897432, 14.4979], [-87.867557, 14.515542], [-87.867595, 14.528948], [-87.871515, 14.532138], [-87.851928, 14.542962], [-87.832568, 14.541422], [-87.836186, 14.558052], [-87.834051, 14.576072], [-87.804315, 14.572423], [-87.80152, 14.567169], [-87.789647, 14.571657], [-87.782676, 14.568195], [-87.788356, 14.58221], [-87.783432, 14.59064], [-87.802083, 14.628908], [-87.792751, 14.648281], [-87.796575, 14.673638], [-87.788485, 14.675556], [-87.788368, 14.682368], [-87.78211, 14.687419], [-87.778323, 14.710433], [-87.745341, 14.706856], [-87.715885, 14.693044], [-87.697855, 14.69081], [-87.674761, 14.668126], [-87.657672, 14.664438], [-87.651739, 14.671982], [-87.640939, 14.673186]]]}}	 19	 68.0	 
304	 ESQUIAS	 COMAYAGUA	 9661	 9450	 19111	 36.8575	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.331141, 14.632211], [-87.337803, 14.605499], [-87.364956, 14.609677], [-87.366372, 14.618156], [-87.376064, 14.614856], [-87.396845, 14.623836], [-87.405084, 14.621744], [-87.40235, 14.607232], [-87.411267, 14.586004], [-87.407521, 14.574743], [-87.412096, 14.574638], [-87.420183, 14.562563], [-87.468729, 14.523992], [-87.504377, 14.567934], [-87.474121, 14.599993], [-87.470577, 14.619309], [-87.481766, 14.625195], [-87.490446, 14.638138], [-87.481614, 14.645117], [-87.481229, 14.657636], [-87.516591, 14.67307], [-87.52091, 14.686576], [-87.516709, 14.701139], [-87.532899, 14.719723], [-87.532086, 14.726473], [-87.543937, 14.727744], [-87.515028, 14.749153], [-87.515623, 14.757091], [-87.496635, 14.730907], [-87.445399, 14.725947], [-87.43416, 14.71936], [-87.424702, 14.725406], [-87.418257, 14.723487], [-87.389256, 14.744135], [-87.389937, 14.750116], [-87.365654, 14.782177], [-87.353802, 14.778431], [-87.317435, 14.750862], [-87.266861, 14.735064], [-87.255583, 14.735373], [-87.255932, 14.725107], [-87.26844, 14.724568], [-87.265378, 14.711198], [-87.270552, 14.705864], [-87.265522, 14.698444], [-87.273558, 14.697157], [-87.276266, 14.691547], [-87.292259, 14.686679], [-87.306157, 14.675737], [-87.314716, 14.677633], [-87.318089, 14.666355], [-87.312806, 14.666762], [-87.313444, 14.662827], [-87.320658, 14.662594], [-87.324104, 14.668926], [-87.330095, 14.665059], [-87.32436, 14.645743], [-87.331079, 14.639777], [-87.326117, 14.632429], [-87.331141, 14.632211]]]}}	 17	 89.0	 
