geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
808	 LA VENTA	 FRANCISCO MORAZN	 3173	 2844	 6016	 45.2848	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.379253, 13.788904], [-87.353889, 13.791724], [-87.345263, 13.781557], [-87.334563, 13.783811], [-87.280459, 13.766034], [-87.277985, 13.742716], [-87.26722, 13.740438], [-87.272765, 13.73473], [-87.26123, 13.719313], [-87.264707, 13.700114], [-87.258656, 13.695775], [-87.261153, 13.685372], [-87.289556, 13.678766], [-87.31599, 13.691101], [-87.32544, 13.686288], [-87.359995, 13.685809], [-87.361851, 13.698883], [-87.378633, 13.704497], [-87.385566, 13.718454], [-87.393573, 13.718361], [-87.394217, 13.733199], [-87.376066, 13.761757], [-87.387165, 13.769067], [-87.377493, 13.779833], [-87.379253, 13.788904]]]}}	 1	 16.6	 
809	 LEPATERIQUE	 FRANCISCO MORAZN	 7554	 7457	 15011	 23.6715	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.387614, 14.002068], [-87.402776, 13.989789], [-87.40104, 13.976273], [-87.41329, 13.957263], [-87.423007, 13.953409], [-87.433694, 13.955733], [-87.441888, 13.948014], [-87.450744, 13.947975], [-87.443269, 13.930827], [-87.553633, 13.919703], [-87.59467, 13.955777], [-87.591333, 13.96539], [-87.598545, 13.972026], [-87.592225, 13.980921], [-87.605335, 14.001305], [-87.604208, 14.033613], [-87.617438, 14.106748], [-87.580137, 14.144078], [-87.541916, 14.13387], [-87.499957, 14.161449], [-87.490727, 14.170445], [-87.498389, 14.175631], [-87.497057, 14.18289], [-87.472465, 14.211002], [-87.461468, 14.202544], [-87.44922, 14.183796], [-87.446515, 14.170012], [-87.419047, 14.116427], [-87.402007, 14.108364], [-87.390406, 14.110254], [-87.381289, 14.103763], [-87.377208, 14.110265], [-87.367106, 14.107322], [-87.370777, 14.097053], [-87.353593, 14.077266], [-87.372783, 14.067799], [-87.378672, 14.047946], [-87.37239, 14.012445], [-87.387614, 14.002068]]]}}	 8	 53.3	 
811	 MARALE	 FRANCISCO MORAZN	 3345	 3332	 6678	 17.2907	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.153651, 14.846767], [-87.164904, 14.845452], [-87.192095, 14.861106], [-87.195292, 14.857827], [-87.209209, 14.858657], [-87.216495, 14.870035], [-87.22317, 14.871126], [-87.216212, 14.881611], [-87.199474, 14.876071], [-87.193073, 14.889631], [-87.198426, 14.896887], [-87.197961, 14.906469], [-87.217903, 14.915035], [-87.208088, 14.925521], [-87.214599, 14.936948], [-87.213345, 14.948722], [-87.185048, 14.970753], [-87.187134, 15.00689], [-87.181631, 15.016772], [-87.167886, 15.025968], [-87.139052, 15.027429], [-87.134151, 15.033292], [-87.126628, 15.029162], [-87.105382, 15.031411], [-87.076535, 15.015487], [-87.062949, 15.022564], [-87.03007, 15.02539], [-86.99122, 15.015387], [-86.988468, 15.001498], [-87.00236, 14.987558], [-86.993484, 14.978457], [-86.999456, 14.968517], [-87.000947, 14.920103], [-87.008116, 14.905502], [-87.003978, 14.888922], [-87.00717, 14.878758], [-87.0354, 14.853874], [-87.153651, 14.846767]]]}}	 6	 89.8	 
813	 OJOJONA	 FRANCISCO MORAZN	 4053	 4023	 8076	 33.4789	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.322306, 13.989724], [-87.323014, 13.984366], [-87.26017, 13.978772], [-87.251095, 13.964847], [-87.275889, 13.946507], [-87.290421, 13.909873], [-87.286693, 13.901253], [-87.265649, 13.891698], [-87.278045, 13.872498], [-87.281206, 13.853156], [-87.283986, 13.849742], [-87.30059, 13.849117], [-87.312324, 13.83404], [-87.333903, 13.820635], [-87.342611, 13.825512], [-87.347451, 13.835579], [-87.343312, 13.850193], [-87.366641, 13.83542], [-87.396459, 13.928226], [-87.443269, 13.930827], [-87.450821, 13.947785], [-87.441888, 13.948014], [-87.433694, 13.955733], [-87.423007, 13.953409], [-87.413567, 13.957041], [-87.401059, 13.976215], [-87.402776, 13.989789], [-87.380423, 14.00848], [-87.342941, 14.027121], [-87.343689, 14.020193], [-87.30821, 13.99992], [-87.317728, 13.996522], [-87.322306, 13.989724]]]}}	 1	 12.4	 
814	 ORICA	 FRANCISCO MORAZN	 5398	 5750	 11148	 26.5072	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.901029, 14.771146], [-86.878728, 14.746434], [-86.851125, 14.664019], [-86.833731, 14.652015], [-86.82856, 14.641652], [-86.868702, 14.638245], [-86.87314, 14.643943], [-86.88427, 14.646804], [-86.915309, 14.639556], [-86.923115, 14.645447], [-86.936913, 14.645976], [-86.947088, 14.656086], [-86.983055, 14.660658], [-86.987191, 14.664306], [-86.98902, 14.669389], [-86.978189, 14.675808], [-86.980268, 14.688999], [-86.973897, 14.702069], [-86.985201, 14.736261], [-86.983025, 14.769593], [-87.000363, 14.785474], [-87.007225, 14.810427], [-87.024753, 14.821822], [-87.028985, 14.829991], [-87.025953, 14.832335], [-87.032022, 14.836059], [-87.038167, 14.849664], [-87.020809, 14.870006], [-87.00717, 14.878758], [-87.003978, 14.888922], [-87.008116, 14.905502], [-87.000947, 14.920103], [-86.999456, 14.968517], [-86.993484, 14.978457], [-87.00236, 14.987558], [-86.988468, 15.001498], [-86.972515, 14.988292], [-86.968793, 14.974174], [-86.94839, 14.964745], [-86.934062, 14.963205], [-86.931784, 14.952078], [-86.903308, 14.939559], [-86.91418, 14.934239], [-86.924669, 14.917847], [-86.922798, 14.907013], [-86.936145, 14.896894], [-86.929618, 14.887442], [-86.929667, 14.868823], [-86.91945, 14.864088], [-86.909991, 14.844921], [-86.904387, 14.824833], [-86.911016, 14.822417], [-86.908563, 14.807968], [-86.891372, 14.798277], [-86.901029, 14.771146]]]}}	 10	 89.7	 
815	 REITOCA	 FRANCISCO MORAZN	 5717	 5452	 11169	 48.6996	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.394126, 13.753437], [-87.401604, 13.748956], [-87.413876, 13.754975], [-87.413102, 13.780586], [-87.444548, 13.788956], [-87.468142, 13.808099], [-87.484894, 13.811961], [-87.494005, 13.820553], [-87.495583, 13.848855], [-87.480752, 13.863854], [-87.481481, 13.875351], [-87.49, 13.881555], [-87.492672, 13.890632], [-87.487628, 13.900459], [-87.490869, 13.907616], [-87.485715, 13.914093], [-87.486943, 13.928462], [-87.396459, 13.928226], [-87.366641, 13.83542], [-87.372006, 13.799817], [-87.381877, 13.795233], [-87.377415, 13.780057], [-87.387162, 13.769385], [-87.376079, 13.761707], [-87.38414, 13.753748], [-87.394126, 13.753437]]]}}	 6	 53.7	 
816	 SABANAGRANDE	 FRANCISCO MORAZN	 8513	 8553	 17066	 63.6905	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.281077, 13.76623], [-87.334563, 13.783811], [-87.345263, 13.781557], [-87.353889, 13.791724], [-87.379253, 13.788904], [-87.381852, 13.7953], [-87.371961, 13.799955], [-87.367037, 13.834577], [-87.343312, 13.850193], [-87.347451, 13.835579], [-87.342611, 13.825512], [-87.333772, 13.820658], [-87.312324, 13.83404], [-87.30059, 13.849117], [-87.283768, 13.849873], [-87.277065, 13.863606], [-87.278022, 13.872552], [-87.265649, 13.891698], [-87.229575, 13.898058], [-87.211796, 13.881492], [-87.201765, 13.861698], [-87.191982, 13.858158], [-87.189811, 13.842711], [-87.197904, 13.839754], [-87.195715, 13.825466], [-87.202385, 13.791624], [-87.189916, 13.772776], [-87.194141, 13.728526], [-87.204361, 13.717488], [-87.211551, 13.721915], [-87.216266, 13.71382], [-87.223725, 13.714644], [-87.232508, 13.70641], [-87.226484, 13.692773], [-87.232543, 13.687815], [-87.244464, 13.683575], [-87.253089, 13.687677], [-87.261153, 13.685372], [-87.258656, 13.695775], [-87.264707, 13.700114], [-87.261236, 13.719335], [-87.272765, 13.73473], [-87.26722, 13.740438], [-87.277985, 13.742716], [-87.281077, 13.76623]]]}}	 2	 11.7	 
817	 SAN ANTONIO DE ORIENTE	 FRANCISCO MORAZN	 7333	 6879	 14212	 57.1076	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.968141, 13.959501], [-86.983608, 13.963029], [-86.983943, 13.969033], [-86.990949, 13.962598], [-86.988544, 13.956194], [-86.991593, 13.956915], [-87.002741, 13.966284], [-87.003314, 13.97854], [-87.018206, 13.99309], [-87.035476, 13.997564], [-87.039653, 14.005365], [-87.062816, 14.020237], [-87.074526, 14.025949], [-87.088948, 14.026607], [-87.105377, 14.037097], [-87.087194, 14.049976], [-87.053465, 14.056653], [-87.04183, 14.07413], [-87.057783, 14.09132], [-87.049658, 14.095927], [-87.049682, 14.106163], [-87.041224, 14.10513], [-87.03247, 14.097838], [-87.013399, 14.098763], [-86.987677, 14.125035], [-86.971401, 14.100629], [-86.947333, 14.084668], [-86.944881, 14.063557], [-86.910195, 14.050448], [-86.911176, 14.00205], [-86.919128, 14.000956], [-86.914471, 13.988586], [-86.950012, 13.950885], [-86.968141, 13.959501]]]}}	 3	 21.1	 
818	 SAN BUENAVENTURA	 FRANCISCO MORAZN	 969	 1096	 2065	 31.2527	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.215287, 13.88468], [-87.220328, 13.889281], [-87.208455, 13.906336], [-87.213717, 13.913355], [-87.212713, 13.922552], [-87.194805, 13.965472], [-87.182409, 13.965295], [-87.181009, 13.957248], [-87.173961, 13.950887], [-87.167443, 13.91755], [-87.156142, 13.902194], [-87.155813, 13.88743], [-87.148155, 13.871863], [-87.155017, 13.846925], [-87.176672, 13.848151], [-87.189811, 13.842711], [-87.193414, 13.860723], [-87.201765, 13.861698], [-87.215287, 13.88468]]]}}	 3	 145.3	 
819	 SAN IGNACIO	 FRANCISCO MORAZN	 3505	 3724	 7229	 21.4896	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.030964, 14.835189], [-87.025953, 14.832335], [-87.028985, 14.829991], [-87.024668, 14.821726], [-87.007225, 14.810427], [-87.000363, 14.785474], [-86.983025, 14.769593], [-86.985201, 14.736261], [-86.973903, 14.702307], [-86.980268, 14.688999], [-86.978283, 14.675568], [-86.98902, 14.669389], [-86.983055, 14.660658], [-86.983595, 14.646682], [-87.007675, 14.607052], [-87.013747, 14.603471], [-87.033226, 14.613482], [-87.033104, 14.621921], [-87.040367, 14.625318], [-87.042256, 14.637322], [-87.053211, 14.643742], [-87.055875, 14.650543], [-87.070567, 14.648278], [-87.088153, 14.658097], [-87.0904, 14.663463], [-87.09689, 14.659358], [-87.102802, 14.663138], [-87.097366, 14.705728], [-87.118264, 14.741949], [-87.142994, 14.759737], [-87.149404, 14.779405], [-87.132074, 14.82101], [-87.143708, 14.841356], [-87.155049, 14.840538], [-87.159294, 14.84633], [-87.035454, 14.853874], [-87.038121, 14.849277], [-87.030964, 14.835189]]]}}	 5	 69.2	 
820	 SAN JUAN DE FLORES	 FRANCISCO MORAZN	 7254	 7325	 14580	 27.2618	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.078292, 14.310495], [-87.054383, 14.346821], [-86.994534, 14.36907], [-86.985621, 14.389959], [-86.973907, 14.40097], [-86.921933, 14.375167], [-86.908124, 14.377899], [-86.903286, 14.364583], [-86.894967, 14.374203], [-86.883646, 14.375077], [-86.874804, 14.360157], [-86.857609, 14.348028], [-86.849904, 14.335727], [-86.849541, 14.326029], [-86.829666, 14.31869], [-86.827232, 14.294888], [-86.829633, 14.291588], [-86.842119, 14.292202], [-86.861884, 14.260601], [-86.888646, 14.234226], [-86.9502, 14.22625], [-86.959684, 14.231755], [-86.966914, 14.230028], [-87.015755, 14.240071], [-87.027023, 14.219359], [-87.114442, 14.268348], [-87.116077, 14.28114], [-87.104253, 14.297159], [-87.095369, 14.297049], [-87.091748, 14.305576], [-87.080829, 14.306466], [-87.078292, 14.310495]]]}}	 10	 68.6	 
822	 SANTA ANA	 FRANCISCO MORAZN	 5541	 5929	 11470	 89.5163	 {u'type': u'GeometryCollection', u'geometries': [{u'type': u'Polygon', u'coordinates': [[[-87.182013, 13.964715], [-87.132622, 13.938143], [-87.12873, 13.932453], [-87.129316, 13.922161], [-87.138663, 13.913369], [-87.123734, 13.895131], [-87.140418, 13.871711], [-87.148216, 13.87159], [-87.155813, 13.88743], [-87.156142, 13.902194], [-87.165326, 13.912414], [-87.173961, 13.950887], [-87.181009, 13.957248], [-87.182013, 13.964715]]]}, {u'type': u'Polygon', u'coordinates': [[[-87.26017, 13.978772], [-87.215527, 13.974018], [-87.194805, 13.965472], [-87.212713, 13.922552], [-87.213717, 13.913355], [-87.208455, 13.906336], [-87.220328, 13.889281], [-87.229575, 13.898058], [-87.265921, 13.891659], [-87.287098, 13.90198], [-87.290421, 13.909873], [-87.275889, 13.946507], [-87.251095, 13.964847], [-87.26017, 13.978772]]]}]}	 3	 26.2	 
823	 SANTA LUCIA	 FRANCISCO MORAZN	 3798	 4011	 7809	 115.657	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.128353, 14.149415], [-87.122856, 14.155386], [-87.099052, 14.158253], [-87.068322, 14.179078], [-87.064399, 14.135916], [-87.058128, 14.132696], [-87.060679, 14.125825], [-87.054676, 14.107391], [-87.072962, 14.103593], [-87.096249, 14.08332], [-87.107712, 14.081449], [-87.118151, 14.095658], [-87.129788, 14.101242], [-87.135296, 14.129149], [-87.128353, 14.149415]]]}}	 7	 89.6	 
824	 TALANGA	 FRANCISCO MORAZN	 20066	 20550	 40615	 62.5845	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.974356, 14.396964], [-86.985621, 14.389959], [-86.994534, 14.36907], [-87.054383, 14.346821], [-87.080829, 14.306466], [-87.091541, 14.305721], [-87.096123, 14.296857], [-87.138889, 14.300821], [-87.139188, 14.305372], [-87.129566, 14.314649], [-87.117835, 14.363205], [-87.137937, 14.371686], [-87.155238, 14.365016], [-87.237664, 14.371942], [-87.237107, 14.387469], [-87.229888, 14.392728], [-87.229575, 14.410747], [-87.220412, 14.419242], [-87.220224, 14.425938], [-87.171137, 14.471574], [-87.161616, 14.475594], [-87.123558, 14.475074], [-87.11425, 14.469896], [-87.095173, 14.469521], [-87.084605, 14.476429], [-87.053407, 14.472582], [-87.018511, 14.482334], [-86.98091, 14.474795], [-86.96149, 14.462244], [-86.935768, 14.464909], [-86.913377, 14.443945], [-86.908928, 14.446801], [-86.906812, 14.440817], [-86.895821, 14.43564], [-86.879252, 14.439981], [-86.884748, 14.406715], [-86.89016, 14.400758], [-86.900652, 14.398341], [-86.913483, 14.374924], [-86.921993, 14.375191], [-86.973907, 14.40097], [-86.974356, 14.396964]]]}}	 20	 49.2	 
825	 TATUMBLA	 FRANCISCO MORAZN	 3011	 2969	 5981	 59.6818	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.095703, 13.956318], [-87.126724, 13.972224], [-87.113144, 14.001017], [-87.120491, 14.017623], [-87.105668, 14.03726], [-87.088948, 14.026607], [-87.074526, 14.025949], [-87.062712, 14.020183], [-87.039653, 14.005365], [-87.035476, 13.997564], [-87.018206, 13.99309], [-87.013198, 13.985159], [-87.016573, 13.955581], [-87.051634, 13.937611], [-87.057447, 13.949341], [-87.086359, 13.951517], [-87.095703, 13.956318]]]}}	 1	 16.7	 
826	 VALLE DE ANGELES	 FRANCISCO MORAZN	 8054	 8308	 16362	 98.6655	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.029624, 14.207497], [-87.027632, 14.214013], [-87.005396, 14.229639], [-86.993633, 14.169343], [-86.979046, 14.164349], [-86.955009, 14.165882], [-86.945703, 14.159335], [-86.913138, 14.151513], [-86.907674, 14.144833], [-86.914081, 14.130119], [-86.939739, 14.133596], [-86.949372, 14.140642], [-86.973657, 14.142911], [-87.013353, 14.098781], [-87.032415, 14.097827], [-87.041367, 14.105191], [-87.052764, 14.105833], [-87.060675, 14.1258], [-87.058138, 14.132726], [-87.064399, 14.135916], [-87.068322, 14.179078], [-87.033759, 14.195635], [-87.029624, 14.207497]]]}}	 6	 36.7	 
827	 VILLA DE SAN FRANCISCO	 FRANCISCO MORAZN	 5362	 5443	 10805	 98.8425	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.922172, 14.229143], [-86.896617, 14.231778], [-86.897, 14.212341], [-86.902916, 14.209925], [-86.898786, 14.19995], [-86.906358, 14.191483], [-86.923682, 14.184283], [-86.929376, 14.173492], [-86.924923, 14.167961], [-86.91127, 14.170071], [-86.897488, 14.160178], [-86.907674, 14.144833], [-86.913275, 14.151576], [-86.945703, 14.159335], [-86.954881, 14.16585], [-86.979046, 14.164349], [-86.993633, 14.169343], [-87.007118, 14.238567], [-86.966759, 14.230005], [-86.959684, 14.231755], [-86.950284, 14.226257], [-86.922172, 14.229143]]]}}	 2	 18.5	 
828	 VALLECILLO	 FRANCISCO MORAZN	 3334	 3702	 7035	 28.8757	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.405366, 14.621193], [-87.396845, 14.623836], [-87.375963, 14.614847], [-87.366372, 14.618156], [-87.364956, 14.609677], [-87.331475, 14.603607], [-87.33911, 14.591542], [-87.337524, 14.578264], [-87.320121, 14.551745], [-87.321588, 14.542254], [-87.329065, 14.537904], [-87.314063, 14.533678], [-87.312854, 14.522232], [-87.300812, 14.51456], [-87.295121, 14.504016], [-87.305577, 14.489707], [-87.31334, 14.486532], [-87.32041, 14.472753], [-87.338941, 14.465669], [-87.347862, 14.466569], [-87.353643, 14.455019], [-87.369709, 14.444658], [-87.392889, 14.453004], [-87.412629, 14.446952], [-87.439604, 14.473172], [-87.454323, 14.476026], [-87.468697, 14.523777], [-87.420183, 14.562563], [-87.412096, 14.574638], [-87.407521, 14.574743], [-87.411267, 14.586004], [-87.40235, 14.607232], [-87.405366, 14.621193]]]}}	 3	 42.6	 
